n_gram,freq,freq3
about me,2656,234
afraid of,1601,234
all going,363,234
allow him,270,234
already in,830,234
arrived in,1187,234
book is,2253,234
branch of,408,234
but do,922,234
fair amount,263,234
figured it,527,234
gave her,719,234
get some,4546,234
go check,570,234
he noted,458,234
heart and,1987,234
help but,1826,234
i start,1457,234
is clear,918,234
met with,1599,234
million from,729,234
my kids,2713,234
no mention,297,234
now he,1509,234
other words,1841,234
over medium-high,257,234
percent for,739,234
remember the,2899,234
the production,849,234
the star,1362,234
the state's,5071,234
the wisdom,391,234
through to,782,234
to wonder,807,234
today but,1503,234
tuned for,1175,234
turn around,735,234
wants us,259,234
way home,1104,234
year as,1245,234
an extension,475,233
are too,2196,233
ask me,1931,233
combined with,910,233
county superior,237,233
good right,383,233
has something,491,233
have become,1832,233
he called,1311,233
i fucking,521,233
i'm really,2479,233
in europe,1808,233
in favour,243,233
in may,2965,233
it easy,860,233
of other,3748,233
or until,1075,233
page of,711,233
sight of,830,233
so do,1045,233
so instead,416,233
source of,2224,233
st patty's,286,233
story about,1358,233
the cast,1031,233
the design,1523,233
the reasons,1264,233
the situation,2930,233
the tampa,300,233
to las,260,233
was struck,442,233
will serve,545,233
year will,535,233
a era,631,232
and became,752,232
and million,815,232
attorney for,583,232
away at,805,232
before going,532,232
business in,939,232
effects of,1209,232
half a,1608,232
he looked,1095,232
he won't,1015,232
i first,1826,232
i spoke,553,232
is well,2469,232
is with,1415,232
it even,1459,232
know much,312,232
last but,373,232
let's be,578,232
means to,1447,232
my good,675,232
never gets,424,232
not aware,298,232
on hand,1203,232
on such,565,232
so be,712,232
someone else,3107,232
something wrong,606,232
spent some,301,232
strength of,777,232
sure i,3153,232
tell him,1644,232
than they,1666,232
the chairman,351,232
the secretary,325,232
then we,3099,232
time this,1536,232
very happy,1660,232
walked out,618,232
was always,1987,232
well you,1435,232
what they're,844,232
will hold,773,232
will only,1201,232
you about,1533,232
and moved,736,231
are times,428,231
are your,2105,231
both in,988,231
car in,692,231
clean up,1163,231
committed to,1957,231
didn't work,902,231
doesn't need,635,231
following me,2610,231
funny thing,515,231
he's not,2699,231
i'll never,1095,231
i'm waiting,416,231
is as,3013,231
is unlikely,389,231
it's safe,295,231
know the,7067,231
led by,2021,231
let's talk,526,231
like me,3375,231
me why,1074,231
mean so,277,231
much that,1045,231
next day,2514,231
on april,3177,231
p_m to,532,231
players on,470,231
reported in,556,231
said friday,794,231
that by,1173,231
the bureau,536,231
the citizens,552,231
the condition,506,231
the joys,291,231
the perfect,4316,231
the significance,270,231
these things,2452,231
to refer,340,231
to secure,870,231
was better,631,231
was designed,503,231
were willing,240,231
a lovely,2528,230
a special,4971,230
an invitation,403,230
and health,982,230
been talking,446,230
being a,8389,230
different kinds,262,230
fast and,1114,230
from my,8526,230
handling of,451,230
i come,2039,230
i shouldn't,823,230
in chicago,3293,230
in santa,762,230
is quite,1811,230
keep me,1462,230
my god,1920,230
of living,1229,230
officials say,1097,230
on him,2022,230
on so,826,230
or was,631,230
other things,2302,230
out but,1631,230
reading a,897,230
story in,852,230
sure how,1362,230
that seemed,476,230
the comments,1448,230
the passing,428,230
this side,312,230
us as,1220,230
you care,646,230
a spot,1146,229
a trio,270,229
amen to,259,229
are here,1202,229
are made,1484,229
be asked,466,229
can look,854,229
charged in,564,229
claim to,792,229
conference call,675,229
for making,2038,229
for six,864,229
happening in,856,229
house on,916,229
i sure,949,229
i'm sick,531,229
in four,1291,229
is enough,905,229
it plans,249,229
making sure,1231,229
none other,274,229
now off,298,229
of respect,475,229
putting together,548,229
reason to,2857,229
residents of,739,229
said a,2752,229
see so,371,229
she gave,656,229
something other,257,229
started in,995,229
the former,4433,229
they get,2856,229
things have,885,229
took a,5783,229
us with,1556,229
who may,872,229
you this,1733,229
a reputation,486,228
ago it,525,228
allow it,363,228
and high,982,228
and we're,2168,228
are much,671,228
away for,836,228
begins with,718,228
details about,606,228
do if,901,228
do more,1377,228
for giving,694,228
glad i,2275,228
good day,3118,228
have chosen,526,228
him or,903,228
in free,513,228
me i'm,2159,228
more so,979,228
my face,2611,228
of wine,1645,228
plan was,539,228
she didn't,2180,228
should get,1361,228
the magic,1563,228
to block,860,228
we come,1081,228
we found,1450,228
were out,614,228
worth the,1725,228
york stock,233,228
you said,1582,228
a challenge,1629,227
a version,337,227
always on,607,227
and added,1032,227
and could,1651,227
and end,663,227
and hundreds,279,227
ball in,658,227
bits and,370,227
break from,1007,227
can honestly,260,227
counting down,394,227
did u,1604,227
dropped out,385,227
gulf of,284,227
guy on,509,227
has failed,398,227
hours after,793,227
i'm all,925,227
if anyone,1936,227
making me,1797,227
no surprise,747,227
pronounced dead,404,227
that while,1410,227
the bathroom,1874,227
the failure,394,227
the speed,789,227
was up,1341,227
with other,2831,227
works as,439,227
yeah it,730,227
a hold,326,226
a pint,481,226
about going,551,226
among those,843,226
an honor,570,226
awesome thanks,574,226
been so,2254,226
calories g,386,226
come over,1129,226
could no,238,226
down into,580,226
entrance to,408,226
i suspect,1076,226
in december,2645,226
in different,1218,226
integral part,232,226
it more,1636,226
may well,577,226
money on,1567,226
note that,1341,226
out what,2744,226
small number,265,226
so is,1527,226
so little,709,226
the democratic,1439,226
the essex,272,226
the labor,779,226
the race,3607,226
the rain,3064,226
the spring,2128,226
they really,1568,226
this and,3070,226
this summer,4644,226
to defend,1229,226
when will,1037,226
will all,746,226
word on,607,226
you check,546,226
your head,2065,226
a testament,240,225
a wealth,245,225
adds to,405,225
advance to,475,225
any one,855,225
at school,2423,225
barack obama,2315,225
best day,650,225
big of,279,225
by my,2653,225
case in,954,225
chose not,233,225
day so,1183,225
district court,855,225
ever been,1491,225
for happy,290,225
from start,236,225
games for,664,225
get my,4886,225
giving away,999,225
highlight of,567,225
i write,1590,225
in black,980,225
just makes,579,225
new generation,384,225
night on,739,225
off from,997,225
once i,2004,225
one will,1012,225
protein g,398,225
provide a,1836,225
remove from,678,225
said as,1119,225
so i'll,1232,225
spent much,285,225
the characters,2072,225
themselves in,869,225
then again,1465,225
there to,2766,225
this recipe,1254,225
time we,3114,225
to complain,483,225
to preserve,822,225
were asked,354,225
yesterday i,1457,225
a move,1071,224
a step,1276,224
a victim,513,224
and become,890,224
and instead,776,224
and looked,845,224
appear on,543,224
been there,1914,224
commitment to,1624,224
doing what,1379,224
even before,760,224
friday at,1047,224
gives us,844,224
had my,1797,224
her out,810,224
hopefully i,634,224
how often,780,224
i became,809,224
i'm addicted,287,224
illinois incorporated,224,224
in memory,317,224
it hasn't,784,224
it reminded,265,224
it's something,1034,224
level mp,224,224
not meant,289,224
outcome of,541,224
stake in,592,224
still time,371,224
super excited,808,224
than that,3209,224
time since,1421,224
up so,1597,224
where the,10972,224
you went,548,224
a maximum,456,223
a student,1693,223
an integral,280,223
and people,2309,223
and several,1198,223
and you've,412,223
at its,2203,223
be doing,2445,223
be even,680,223
books in,701,223
conflict of,275,223
cut back,476,223
do just,577,223
easy way,404,223
find that,2178,223
for having,1436,223
for nearly,1012,223
getting in,791,223
had all,746,223
he began,778,223
her she,1660,223
his mother,2062,223
how u,962,223
level of,3548,223
life i,2462,223
looking out,599,223
men in,1102,223
mg cholesterol,401,223
my ability,279,223
my parents,3370,223
night with,1670,223
people do,1090,223
price of,1903,223
race for,551,223
rely on,1483,223
the boys,3233,223
the entrance,693,223
the matter,2007,223
things going,441,223
thrilled to,850,223
to account,287,223
to back,1356,223
to reflect,782,223
was growing,330,223
were allowed,317,223
a dream,2497,222
a twitter,1530,222
a violation,284,222
an agreement,894,222
are committed,257,222
became one,251,222
before you,3920,222
being held,952,222
best for,1431,222
but all,1625,222
but is,2491,222
didn't mean,438,222
district of,671,222
from some,933,222
gov john,453,222
has plenty,259,222
her way,837,222
i'm used,224,222
in awe,469,222
in november,2828,222
is located,884,222
it shouldn't,436,222
just picked,304,222
little too,1125,222
my very,828,222
need your,717,222
no plans,440,222
possibility of,1393,222
see the,14817,222
since then,1916,222
step closer,269,222
the comfort,356,222
the knowledge,709,222
there won't,234,222
this i,2960,222
those that,1810,222
turned to,1354,222
wanted him,287,222
which led,340,222
will there,296,222
world and,2763,222
a system,895,221
ago and,2536,221
also wanted,318,221
anything in,874,221
but he's,1749,221
by and,2668,221
by some,1439,221
crap out,244,221
do and,2695,221
good but,1700,221
in contrast,578,221
it's true,1261,221
just signed,415,221
leads to,1487,221
live your,350,221
my job,2033,221
no less,752,221
now at,1185,221
of interest,1305,221
of whom,1584,221
out right,438,221
prove to,449,221
relation to,671,221
relationship between,862,221
running in,653,221
scored on,515,221
seats in,412,221
sorry but,890,221
straight out,295,221
street from,624,221
study of,940,221
than years,1399,221
the perspective,318,221
they know,2493,221
to approve,736,221
will follow,1371,221
worse than,1602,221
you seen,846,221
and picked,361,220
asked her,862,220
back home,2144,220
between you,294,220
celebration of,900,220
depend on,1093,220
do but,1553,220
email us,508,220
her so,689,220
i discovered,927,220
in april,3085,220
in february,2846,220
is free,1385,220
its hard,391,220
left for,1110,220
let's take,395,220
mission is,364,220
moved into,672,220
never too,454,220
not about,1592,220
of women,1723,220
only person,869,220
p_m in,392,220
played a,1590,220
points rebounds,393,220
production of,1023,220
should come,1007,220
show on,1506,220
stop at,810,220
the anniversary,365,220
the realization,302,220
the uk,2396,220
they won't,1192,220
up there,2214,220
was much,846,220
what needs,251,220
without further,346,220
words of,1530,220
a full,4379,219
a multitude,226,219
a pot,496,219
ability to,6190,219
always will,407,219
and during,482,219
and looking,1005,219
and open,910,219
can count,386,219
cut down,517,219
data from,532,219
engaged in,993,219
events in,826,219
every so,225,219
everything will,389,219
fair share,422,219
her when,491,219
his decision,572,219
in critical,290,219
is almost,2140,219
is over,2683,219
it's that,1100,219
last five,513,219
let him,1578,219
listed on,406,219
looks at,911,219
man of,1031,219
more days,1369,219
my room,1743,219
of olive,251,219
saturday night,2604,219
the environment,1297,219
the habit,292,219
things on,780,219
think that's,1458,219
through a,5530,219
to assume,573,219
to include,1838,219
to interact,295,219
to mark,601,219
up more,650,219
us from,1089,219
wake me,266,219
was published,523,219
weight of,645,219
when my,3019,219
while the,7453,219
year he,1276,219
a minute,3048,218
an alternative,752,218
at odds,318,218
been asked,424,218
creation of,933,218
day that,1538,218
disease control,273,218
even on,684,218
fish and,981,218
food in,836,218
golden gate,516,218
got an,1573,218
i pretty,243,218
important thing,807,218
into it,2235,218
it again,3258,218
just sent,726,218
just went,1056,218
list goes,228,218
living room,1939,218
particularly in,601,218
people can,1612,218
portions of,497,218
right into,488,218
s and,901,218
said on,1030,218
school and,3974,218
shut up,1895,218
so thank,242,218
support from,871,218
this content,234,218
too short,633,218
up percent,994,218
weeks before,696,218
whether you,1153,218
years or,568,218
act as,765,217
all types,288,217
am ready,413,217
amazed at,500,217
and are,5890,217
and time,1212,217
back up,2222,217
be described,276,217
been such,291,217
big bang,389,217
carbohydrate g,308,217
come close,296,217
deep into,449,217
drive to,1239,217
event will,552,217
for our,9254,217
happy friday,2037,217
have i,1838,217
he likes,813,217
holding on,350,217
i doubt,1078,217
idea that,2148,217
in afghanistan,1290,217
in times,445,217
intended to,1618,217
is taking,1621,217
it gets,2349,217
it worked,1076,217
just wants,334,217
or anything,1580,217
or one,567,217
outside in,410,217
pass it,561,217
so lucky,725,217
spring and,874,217
sun is,802,217
sunday at,850,217
the change,1507,217
the poor,1996,217
the protection,300,217
there as,788,217
they call,963,217
they're trying,241,217
this story,1956,217
was actually,1817,217
was enough,540,217
wednesday at,687,217
well and,2837,217
what appeared,228,217
women who,1750,217
would do,2404,217
a mission,653,216
and linking,242,216
and started,1637,216
ask them,570,216
be having,658,216
be here,2584,216
billion a,296,216
